head verdictExported function jwksFetches 362 captured 441 rows test/prod/grace/limiter 162 161 6 7
merged17r2 verdictExported function jwksFetches 362 captured 720 rows test/prod/grace/limiter 162 161 6 7
=== test
O GET /export/:userId              GET   /api/v1/gdpr/export/u-1                      scope           | 200 h1 GET /api/v1/gdpr/export/u-1 || 200 h1 GET /api/v1/gdpr/export/u-1
O GET /export/:userId/download     GET   /api/v1/gdpr/export/u-1/download             noscope         | 200 h1 GET /api/v1/gdpr/export/u-1/download || 200 h1 GET /api/v1/gdpr/export/u-1/download
O GET /export/:userId/download     GET   /api/v1/gdpr/export/u-1/download             scope           | 200 h1 GET /api/v1/gdpr/export/u-1/download || 200 h1 GET /api/v1/gdpr/export/u-1/download
O POST /erasures                   POST  /api/v1/gdpr/erasures                        noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
O POST /erasures                   POST  /api/v1/gdpr/erasures                        scope           | 200 h1 POST /api/v1/gdpr/erasures || 200 h1 POST /api/v1/gdpr/erasures
O GET /erasures/:externalRef       GET   /api/v1/gdpr/erasures/u-1                    noscope         | 403/INSUFFICIENT_SCOPE h0 || 403/INSUFFICIENT_SCOPE h0
O GET /erasures/:externalRef       GET   /api/v1/gdpr/erasures/u-1                    scope           | 200 h1 GET /api/v1/gdpr/erasures/u-1 || 200 h1 GET /api/v1/gdpr/erasures/u-1
O POST /erasure/:userId            POST  /api/v1/gdpr/erasure/u-1                     noscope         | 200 h1 POST /api/v1/gdpr/erasure/u-1 || 200 h1 POST /api/v1/gdpr/erasure/u-1
O POST /erasure/:userId            POST  /api/v1/gdpr/erasure/u-1                     scope           | 200 h1 POST /api/v1/gdpr/erasure/u-1 || 200 h1 POST /api/v1/gdpr/erasure/u-1
O GET /retention                   GET   /api/v1/gdpr/retention                       noscope         | 200 h1 GET /api/v1/gdpr/retention || 200 h1 GET /api/v1/gdpr/retention
O GET /retention                   GET   /api/v1/gdpr/retention                       scope           | 200 h1 GET /api/v1/gdpr/retention || 200 h1 GET /api/v1/gdpr/retention
O POST /retention/enforce          POST  /api/v1/gdpr/retention/enforce               noscope         | 200 h1 POST /api/v1/gdpr/retention/enforce || 200 h1 POST /api/v1/gdpr/retention/enforce
O POST /retention/enforce          POST  /api/v1/gdpr/retention/enforce               scope           | 200 h1 POST /api/v1/gdpr/retention/enforce || 200 h1 POST /api/v1/gdpr/retention/enforce
O GET /deletion-log                GET   /api/v1/gdpr/deletion-log                    noscope         | 200 h1 GET /api/v1/gdpr/deletion-log || 200 h1 GET /api/v1/gdpr/deletion-log
O GET /deletion-log                GET   /api/v1/gdpr/deletion-log                    scope           | 200 h1 GET /api/v1/gdpr/deletion-log || 200 h1 GET /api/v1/gdpr/deletion-log
P307 origin                        POST  /api/gdpr/erasures                           noscope         | 307 h0 || 307 h0
P307 abs                           POST  http://127.0.0.1/api/gdpr/erasures           noscope         | 307 h0 || 307 h0
P307 %65                           POST  /api/gdpr/%65rasures                         noscope         | 307 h0 || 307 h0
row diffs {} of 161
  head prod refusal-oracle breaches (door/undetermined shape, no-scope token, not 400/403 or any upstream hit): 0 []
  head prod W rows: [('W01 erasures/.. GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/..']), ('W01 erasures/.. GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/..']), ('W01 erasures/.. GET', 'user', 200, ['GET /api/v1/gdpr/erasures/..']), ('W02 erasures/%2e%2e GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/%2e%2e']), ('W02 erasures/%2e%2e GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/%2e%2e']), ('W03 erasures/..;x GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/..;x']), ('W03 erasures/..;x GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/..;x']), ('W04 erasures/%2e%2e%2fabc GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/%2e%2e%2fabc']), ('W04 erasures/%2e%2e%2fabc GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/%2e%2e%2fabc']), ('W05 erasures/.%2e GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/.%2e']), ('W05 erasures/.%2e GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/.%2e']), ('W06 erasures/.. POST', 'noscope', 405, []), ('W06 erasures/.. POST', 'scope', 405, []), ('W07 abs erasures/.. GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/..']), ('W07 abs erasures/.. GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/..'])]
  head prod 400s on originate routes / not-door spellings: []
  merged17r2 prod refusal-oracle breaches (door/undetermined shape, no-scope token, not 400/403 or any upstream hit): 0 []
  merged17r2 prod W rows: [('W01 erasures/.. GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/..']), ('W01 erasures/.. GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/..']), ('W01 erasures/.. GET', 'user', 200, ['GET /api/v1/gdpr/erasures/..']), ('W02 erasures/%2e%2e GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/%2e%2e']), ('W02 erasures/%2e%2e GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/%2e%2e']), ('W03 erasures/..;x GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/..;x']), ('W03 erasures/..;x GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/..;x']), ('W04 erasures/%2e%2e%2fabc GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/%2e%2e%2fabc']), ('W04 erasures/%2e%2e%2fabc GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/%2e%2e%2fabc']), ('W05 erasures/.%2e GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/.%2e']), ('W05 erasures/.%2e GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/.%2e']), ('W06 erasures/.. POST', 'noscope', 405, []), ('W06 erasures/.. POST', 'scope', 405, []), ('W07 abs erasures/.. GET', 'noscope', 200, ['GET /api/v1/gdpr/erasures/..']), ('W07 abs erasures/.. GET', 'scope', 200, ['GET /api/v1/gdpr/erasures/..'])]
  merged17r2 prod 400s on originate routes / not-door spellings: []
=== grace
head [('D01 origin POST', 200, None, ['POST /api/gdpr/erasures'], 'grace', 0), ('D03 abs POST', 200, None, ['POST /api/gdpr/erasures'], 'grace', 0), ('D10 %65rasures', 200, None, ['POST /api/gdpr/%65rasures'], 'grace', 0), ('D15 ERASURES', 200, None, ['POST /api/gdpr/ERASURES'], 'grace', 0), ('U01 %zzrasures', 400, 'NON_CANONICAL_PATH', [], 'grace', 0), ('W01 erasures/.. GET', 200, None, ['GET /api/gdpr/erasures/..'], 'grace', 0)]
merged17r2 [('D01 origin POST', 200, None, ['POST /api/gdpr/erasures'], 'grace', 0), ('D03 abs POST', 200, None, ['POST /api/gdpr/erasures'], 'grace', 0), ('D10 %65rasures', 200, None, ['POST /api/gdpr/%65rasures'], 'grace', 0), ('D15 ERASURES', 200, None, ['POST /api/gdpr/ERASURES'], 'grace', 0), ('U01 %zzrasures', 400, 'NON_CANONICAL_PATH', [], 'grace', 0), ('W01 erasures/.. GET', 200, None, ['GET /api/gdpr/erasures/..'], 'grace', 0)]
=== limiter
head [('L1 origin admitted', 200, None, 1, None, None), ('L2 abs admitted', 200, None, 1, None, None), ('L3 %65 admitted', 200, None, 1, None, None), ('L4 abs refused 403', 403, 'INSUFFICIENT_SCOPE', 0, None, None), ('L5 400 NON_CANONICAL', 400, 'NON_CANONICAL_PATH', 0, None, None), ('L6 non-door consent', 200, None, 1, None, None), ('L7 W01 erasures/..', 200, None, 1, None, None)]
merged17r2 [('L1 origin admitted', 200, None, 1, '100', '99'), ('L2 abs admitted', 200, None, 1, '100', '98'), ('L3 %65 admitted', 200, None, 1, '100', '97'), ('L4 abs refused 403', 403, 'INSUFFICIENT_SCOPE', 0, '100', '96'), ('L5 400 NON_CANONICAL', 400, 'NON_CANONICAL_PATH', 0, None, None), ('L6 non-door consent', 200, None, 1, '100', '95'), ('L7 W01 erasures/..', 200, None, 1, '100', '94')]
=== verdict table
  head /erasures                                            ci=door          /erasures          cs=door
  head /erasures/abc                                        ci=door          /erasures/abc      cs=door
  head http://127.0.0.1/erasures                            ci=door          /erasures          cs=door
  head http://127.0.0.1/erasures/abc                        ci=door          /erasures/abc      cs=door
  head http://qa-anything.invalid/erasures                  ci=door          /erasures          cs=door
  head HTTP://127.0.0.1/erasures                            ci=door          /erasures          cs=door
  head https://127.0.0.1:443/erasures                       ci=door          /erasures          cs=door
  head http://u@127.0.0.1/erasures                          ci=door          /erasures          cs=door
  head /%65rasures                                          ci=door          /erasures          cs=door
  head /%45RASURES                                          ci=door          /ERASURES          cs=not-door
  head /./erasures                                          ci=door          /erasures          cs=door
  head /erasures;x=1                                        ci=door          /erasures          cs=door
  head /erasures/                                           ci=door          /erasures          cs=door
  head /ERASURES                                            ci=door          /ERASURES          cs=not-door
  head /Erasures                                            ci=door          /Erasures          cs=not-door
  head /x/../erasures                                       ci=door          /erasures          cs=door
  head //erasures                                           ci=door          /erasures          cs=door
  head /erasures?x=1                                        ci=door          /erasures          cs=door
  head /%2e/erasures                                        ci=door          /erasures          cs=door
  head /x/%2e%2e/erasures                                   ci=door          /erasures          cs=door
  head /erasures%2fabc                                      ci=door          /erasures/abc      cs=door
  head /%2ferasures                                         ci=door          /erasures          cs=door
  head /;p/erasures                                         ci=door          /erasures          cs=door
  head http://127.0.0.1/%65rasures                          ci=door          /erasures          cs=door
  head http://127.0.0.1/./erasures                          ci=door          /erasures          cs=door
  head http://127.0.0.1/x/../erasures                       ci=door          /erasures          cs=door
  head /erasures/%zz                                        ci=door          /erasures/         cs=door
  head /erasures/abc;x                                      ci=door          /erasures/abc      cs=door
  head http://127.0.0.1/erasures#f                          ci=door          /erasures          cs=door
  head /%zzrasures                                          ci=undetermined  None               cs=undetermined
  head /../gdpr/erasures                                    ci=undetermined  None               cs=undetermined
  head /consent/../../erasures                              ci=undetermined  None               cs=undetermined
  head /%E9rasures                                          ci=undetermined  None               cs=undetermined
  head http://127.0.0.1/%zzrasures                          ci=undetermined  None               cs=undetermined
  head /%zz                                                 ci=undetermined  None               cs=undetermined
  head /..                                                  ci=undetermined  None               cs=undetermined
  head /erasures/../%zz                                     ci=undetermined  None               cs=undetermined
  head /erasures/..                                         ci=not-door      /                  cs=not-door
  head /erasures/%2e%2e                                     ci=not-door      /                  cs=not-door
  head /erasures/..;x                                       ci=not-door      /                  cs=not-door
  head /erasures/%2e%2e%2fabc                               ci=not-door      None               cs=not-door
  head /erasures/.%2e                                       ci=not-door      /                  cs=not-door
  head http://127.0.0.1/erasures/..                         ci=not-door      /                  cs=not-door
  head /%63onsent/check                                     ci=not-door      None               cs=not-door
  head /consent/%zz                                         ci=not-door      None               cs=not-door
  head /CONSENT/check                                       ci=not-door      None               cs=not-door
  head /consent//check                                      ci=not-door      None               cs=not-door
  head /erasuresX                                           ci=not-door      None               cs=not-door
  head /erasures.json                                       ci=not-door      None               cs=not-door
  head /erasures%3bx=1                                      ci=not-door      None               cs=not-door
  head http://127.0.0.1/consent/check?next=/erasures        ci=not-door      None               cs=not-door
  head /consent/check?x=%zz                                 ci=not-door      None               cs=not-door
  head                                                      ci=not-door      /                  cs=not-door
  head /consent/%E9                                         ci=not-door      None               cs=not-door
  head /consent                                             ci=not-door      None               cs=not-door
  head /consent/withdraw                                    ci=not-door      None               cs=not-door
  head /consent/check                                       ci=not-door      None               cs=not-door
  head /consent/u-1                                         ci=not-door      None               cs=not-door
  head /dsr                                                 ci=not-door      None               cs=not-door
  head /dsr/pending                                         ci=not-door      None               cs=not-door
  head /dsr/u-1                                             ci=not-door      None               cs=not-door
  head /dsr/user/u-1                                        ci=not-door      None               cs=not-door
  head /export/u-1                                          ci=not-door      None               cs=not-door
  head /export/u-1/download                                 ci=not-door      None               cs=not-door
  head /erasures/u-1                                        ci=door          /erasures/u-1      cs=door
  head /erasure/u-1                                         ci=not-door      None               cs=not-door
  head /retention                                           ci=not-door      None               cs=not-door
  head /retention/enforce                                   ci=not-door      None               cs=not-door
  head /deletion-log                                        ci=not-door      None               cs=not-door
